kP,kI,kD,,,,
1.00E-05,1.00E-05,0.0001,,,,
Target,Altitude,Time,P,I,D,Thrott
1000,1136.89,303.4,-143.765,-21802,-0.474004,-0.111864
1000,1131.33,303.5,-136.89,-20766.1,-0.451185,-0.101418
1000,1124.32,303.6,-129.936,-19717.7,-0.428124,-0.090846
1000,1117.22,303.7,-122.904,-18656.8,-0.404823,-0.080148
1000,1110.05,303.8,-115.796,-17583.6,-0.381283,-0.069325
1000,1101.35,303.9,-108.611,-16497.9,-0.357507,-0.0583775
1000,1095.49,304,-101.349,-15400,-0.333495,-0.0473057
1000,1088.09,304.1,-94.0118,-14289.8,-0.309249,-0.0361106
1000,1080.62,304.2,-86.5992,-13167.4,-0.284772,-0.0247925
1000,1073.07,304.3,-79.1117,-12032.9,-0.260065,-0.013352
1000,1065.45,304.4,-71.5498,-10886.3,-0.235129,-0.00179009
1000,1057.75,304.5,-63.914,-9727.72,-0.209967,0.00989297
1000,1048.42,304.6,-56.2048,-8557.18,-0.184581,0.0216964
1000,1042.15,304.7,-48.4227,-7374.78,-0.158972,0.0336179
1000,1034.24,304.8,-40.5715,-6181.06,-0.133152,0.0456507
1000,1026.29,304.9,-32.6574,-4976.98,-0.107144,0.0577841
1000,1016.68,305,-23.0893,-3519.97,-0.0757276,0.0724597
1000,1010.24,305.1,-16.6751,-2542.95,-0.0546723,0.0822981
1000,1002.17,305.2,-8.62675,-1316.01,-0.0282752,0.0946474
1000,994.088,305.3,-0.554922,-84.681,-0.00181822,0.107036
1000,984.384,305.4,7.5295,1149.38,0.0246626,0.119447
1000,977.921,305.5,15.6158,2384.54,0.0511324,0.131863
1000,968.25,305.6,23.6932,3619.14,0.0775555,0.144269
1000,961.826,305.7,31.7504,4851.47,0.103895,0.156646
1000,953.832,305.8,39.7766,6079.85,0.130116,0.168979
1000,945.89,305.9,47.7605,7302.58,0.156182,0.181248
1000,936.442,306,55.6912,8517.97,0.182057,0.193438
1000,930.203,306.1,63.5577,9724.32,0.207705,0.205532
1000,922.479,306.2,71.349,10920,0.233091,0.217513
1000,914.85,306.3,79.0547,12103.3,0.25818,0.229363
1000,907.326,306.4,86.6637,13272.5,0.282937,0.241067
1000,899.917,306.5,94.1655,14426.2,0.307329,0.252607
1000,892.634,306.6,101.55,15562.5,0.331321,0.263968
1000,885.488,306.7,108.806,16680,0.35488,0.275134
1000,878.487,306.8,115.925,17777,0.377974,0.286089
1000,871.642,306.9,122.895,18852.1,0.40057,0.296816
1000,863.648,307,129.707,19903.6,0.422637,0.307302
1000,858.459,307.1,136.352,20930.1,0.444144,0.31753
1000,850.898,307.2,142.82,21930,0.46506,0.327485
1000,846.013,307.3,149.102,22902,0.485357,0.337154
1000,840.09,307.4,155.188,23844.6,0.505004,0.346523
1000,834.378,307.5,161.07,24756.4,0.523974,0.355576
1000,827.813,307.6,166.739,25636.1,0.54224,0.364301
1000,823.62,307.7,172.187,26482.3,0.559775,0.372684
1000,817.614,307.8,177.405,27293.8,0.576552,0.380713
1000,813.805,307.9,182.386,28069.2,0.592547,0.388374
1000,809.271,308,187.122,28807.4,0.607736,0.395656
1000,804.171,308.1,191.605,29507.2,0.622094,0.402547
1000,800.984,308.2,195.829,30167.4,0.635601,0.409036
1000,796.531,308.3,199.786,30787,0.648234,0.415111
1000,793.785,308.4,203.469,31364.8,0.659972,0.420763
1000,790.608,308.5,206.874,31899.9,0.670796,0.425981
1000,787.722,308.6,209.992,32391.3,0.680688,0.430755
1000,785.079,308.7,212.82,32838.1,0.68963,0.435119
1000,781.835,308.8,215.453,33255.1,0.697935,inf
1000,779.597,308.9,218.165,33684.7,0.706494,inf
1000,776.715,309,220.972,34129.1,0.715351,inf
1000,773.74,309.1,223.872,34588.3,0.724506,inf
1000,770.047,309.2,226.866,35062.2,0.733957,inf
1000,767.51,309.3,229.953,35550.8,0.743704,inf
1000,764.256,309.4,233.133,36054.1,0.753745,inf
1000,760.229,309.5,236.406,36572,0.764079,inf
1000,757.47,309.6,239.771,37104.6,0.774705,inf
1000,753.939,309.7,243.229,37651.8,0.785622,inf
1000,749.581,309.8,246.778,38213.6,0.796829,inf
1000,745.849,309.9,250.419,38789.9,0.808324,inf
1000,742.797,310,254.151,39380.7,0.820107,inf
1000,738.901,310.1,257.975,39986.1,0.832176,inf
1000,734.915,310.2,261.889,40605.8,0.84453,inf
1000,730.012,310.3,266.705,41365.9,0.859784,inf
1000,726.672,310.4,269.988,41888.6,0.870087,inf
1000,722.415,310.5,274.173,42551.6,0.883288,inf
1000,718.07,310.6,278.447,43228.8,0.896768,inf
1000,712.738,310.7,282.81,43920.4,0.910527,inf
1000,708.198,310.8,287.262,44626.1,0.924564,inf
1000,704.502,310.9,291.802,45346.1,0.938875,inf
1000,699.803,311,296.431,46080.2,0.953461,inf
1000,695.017,311.1,301.147,46828.4,0.96832,inf
1000,690.143,311.2,305.951,47590.7,0.98345,inf
1000,684.181,311.3,310.842,48367,0.998849,inf
1000,680.137,311.4,315.819,49157.3,1.01452,inf
1000,675.004,311.5,321.906,50120.8,1.03374,inf
1000,669.786,311.6,326.033,50779.6,1.04665,inf
1000,664.483,311.7,331.268,51611.5,1.06312,inf
1000,659.095,311.8,336.588,52457.2,1.07985,inf
1000,653.623,311.9,341.993,53316.6,1.09683,inf
1000,648.066,312,347.482,54189.8,1.11408,inf
1000,641.289,312.1,353.055,55076.6,1.13159,inf
1000,636.704,312.2,359.853,56155,1.153,inf
1000,630.898,312.3,364.451,56890.8,1.16736,inf
1000,623.822,312.4,370.273,57818.1,1.18563,inf
1000,619.04,312.5,376.178,58758.9,1.20415,inf
1000,611.769,312.6,382.164,59713.1,1.22292,inf
1000,606.856,312.7,388.231,60680.6,1.24194,inf
1000,599.391,312.8,394.38,61661.3,1.26121,inf
1000,594.35,312.9,400.609,62655.2,1.28072,inf
1000,587.978,313,406.918,63662.3,1.30047,inf
1000,581.526,313.1,413.307,64682.5,1.32047,inf
1000,574.995,313.2,419.774,65715.7,1.3407,inf
1000,568.386,313.3,426.321,66761.8,1.36118,inf
1000,561.699,313.4,432.946,67820.9,1.38189,inf
1000,554.934,313.5,439.648,68892.9,1.40283,inf
1000,548.093,313.6,446.428,69977.6,1.42401,inf
1000,539.782,313.7,453.285,71075,1.44542,inf
1000,534.181,313.8,460.218,72185.1,1.46706,inf
1000,527.112,313.9,467.227,73307.9,1.48893,inf
1000,519.968,314,474.311,74443.1,1.51103,inf
1000,512.749,314.1,481.47,75590.8,1.53334,inf
1000,505.456,314.2,488.704,76751,1.55589,inf
1000,498.089,314.3,496.012,77923.4,1.57865,inf
1000,490.65,314.4,503.393,79108.1,1.60163,inf
1000,483.138,314.5,510.847,80305.1,1.62483,inf
1000,475.554,314.6,518.373,81514.2,1.64825,inf
1000,467.898,314.7,525.972,82735.3,1.67187,inf
1000,460.171,314.8,533.642,83968.5,1.69572,inf
1000,450.806,314.9,541.383,85213.6,1.71977,inf
1000,444.506,315,549.194,86470.6,1.74403,inf
1000,436.569,315.1,557.076,87739.4,1.76849,inf
1000,428.563,315.2,565.027,89020,1.79317,inf
1000,420.488,315.3,573.047,90312.2,1.81804,inf
1000,412.345,315.4,581.135,91615.9,1.84312,inf
1000,404.135,315.5,589.291,92931.3,1.86839,inf
1000,395.858,315.6,597.515,94258,1.89387,inf
1000,387.514,315.7,605.806,95596.2,1.91954,inf
1000,379.104,315.8,614.163,96945.6,1.9454,inf
1000,370.629,315.9,622.586,98306.3,1.97146,inf
1000,362.089,316,631.074,99678.2,1.9977,inf
1000,353.484,316.1,639.627,101061,2.02414,inf
1000,344.816,316.2,648.245,102455,2.05076,inf
1000,336.084,316.3,656.926,103860,2.07756,inf
1000,327.289,316.4,665.67,105276,2.10455,inf
1000,318.432,316.5,674.477,106702,2.13172,inf
1000,307.722,316.6,685.128,108422,2.1647,inf
1000,300.533,316.7,692.278,109588,2.1866,inf
1000,291.492,316.8,701.27,111046,2.2143,inf
1000,282.391,316.9,710.323,112515,2.24218,inf
1000,273.23,317,719.436,113995,2.27023,inf
1000,264.01,317.1,728.609,115485,2.29845,inf
1000,254.731,317.2,737.841,116985,2.32684,inf
1000,245.394,317.3,747.132,118495,2.3554,inf
1000,236,317.4,756.48,120016,2.38412,inf
1000,226.548,317.5,765.886,121546,2.413,inf
1000,217.04,317.6,775.349,123087,2.44204,inf
1000,207.475,317.7,784.869,124637,2.47125,inf
1000,197.855,317.8,794.444,126198,2.50061,inf
1000,188.18,317.9,806.008,128075,2.53621,inf
1000,178.45,318,813.762,129347,2.5598,inf
1000,168.667,318.1,823.502,130937,2.58963,inf
1000,158.83,318.2,833.296,132536,2.61961,inf
1000,148.939,318.3,843.144,134144,2.64973,inf
1000,138.996,318.4,853.045,135762,2.68,inf
1000,129.002,318.5,862.998,137389,2.71042,inf
1000,118.955,318.6,873.004,139026,2.74098,inf
1000,108.858,318.7,883.06,140672,2.77169,inf
1000,98.7094,318.8,893.168,142326,2.80254,inf
1000,86.4656,318.9,903.326,143990,2.83352,inf
1000,78.2633,319,913.534,145663,2.86464,inf
1000,73.5404,319.1,923.792,147345,2.8959,inf
1000,75.5635,319.2,926.048,147751,2.90206,inf
1000,77.4927,319.3,924.043,147477,2.89487,inf
1000,79.3203,319.4,922.133,147219,2.88798,inf
1000,81.0425,319.5,920.327,146976,2.88142,inf
1000,82.6577,319.6,918.626,146750,2.8752,inf
1000,84.1603,319.7,917.033,146542,2.86931,inf
1000,85.5454,319.8,915.553,146351,2.86379,inf
1000,86.8144,319.9,914.192,146179,2.85864,inf
1000,88.1938,320,912.945,146026,2.85385,inf
1000,89.0326,320.1,911.806,145889,2.84939,inf
1000,89.9938,320.2,910.571,145737,2.84465,inf
1000,90.8607,320.3,909.825,145663,2.84143,inf
1000,91.7831,320.4,908.977,145573,2.83789,inf
1000,92.3295,320.5,908.217,145496,2.83463,inf
1000,92.936,320.6,907.542,145434,2.83165,inf
1000,93.4555,320.7,906.953,145385,2.82892,inf
1000,93.8838,320.8,906.451,145349,2.82648,inf
1000,94.2163,320.9,906.042,145329,2.82432,inf
1000,94.4488,321,905.729,145324,2.82247,inf
1000,94.5899,321.1,905.517,145335,2.82093,inf
1000,94.5974,321.2,905.41,145364,2.81971,inf
1000,94.508,321.3,905.425,145411,2.81888,inf
1000,94.2567,321.4,905.523,145472,2.81831,inf
1000,93.9314,321.5,905.743,145553,2.81812,inf
1000,93.5056,321.6,906.069,145651,2.81825,inf
1000,92.983,321.7,906.494,145764,2.8187,inf
1000,92.4963,321.8,907.017,145894,2.81945,inf
1000,91.6536,321.9,907.635,146038,2.82049,inf
1000,91.0191,322,908.346,146198,2.82183,inf
1000,90.1471,322.1,909.148,146373,2.82344,inf
1000,89.1902,322.2,910.038,146562,2.82533,inf
1000,88.1496,322.3,911.011,146764,2.82747,inf
1000,87.0252,322.4,912.069,146980,2.82987,inf
1000,85.8152,322.5,913.21,147209,2.83254,inf
1000,84.5171,322.6,914.437,147453,2.83546,inf
1000,83.128,322.7,915.753,147711,2.83866,inf
1000,81.6449,322.8,917.161,147984,2.84215,inf
1000,80.0652,322.9,918.663,148272,2.84592,inf
1000,78.3867,323,920.263,148576,2.84999,inf
1000,76.608,323.1,921.961,148897,2.85437,inf
1000,74.7289,323.2,923.76,149233,2.85905,inf
1000,72.7502,323.3,925.659,149586,2.86404,inf
1000,70.6761,323.4,927.657,149956,2.86934,inf
1000,70.9391,323.5,929.491,150299,2.87412,inf
1000,71.5195,323.6,928.815,150236,2.87114,inf
1000,71.9732,323.7,928.381,150212,2.86891,inf
1000,72.3315,323.8,927.948,150188,2.86669,inf
1000,72.5973,323.9,927.608,150180,2.86476,inf
1000,72.7706,324,927.361,150186,2.86311,inf
1000,72.8515,324.1,927.206,150207,2.86175,inf
1000,72.8397,324.2,927.143,150244,2.86067,inf
1000,72.7351,324.3,927.174,150295,2.85988,inf
1000,72.5375,324.4,927.297,150361,2.85938,inf
1000,72.2467,324.5,927.568,150451,2.85933,inf
1000,71.8627,324.6,927.823,150539,2.85924,inf
1000,71.3854,324.7,928.225,150651,2.8596,inf
1000,70.8146,324.8,928.721,150778,2.86024,inf
1000,70.1503,324.9,929.311,150920,2.86118,inf
1000,69.3922,325,929.994,151077,2.8624,inf
1000,68.5402,325.1,930.771,151250,2.86391,inf
1000,68.2916,325.2,931.432,151404,2.86506,inf
1000,67.7542,325.3,931.912,151529,2.86566,inf
1000,66.9825,325.42,932.488,151678,2.86637,inf
1000,66.5671,325.52,933.159,151834,2.86755,inf
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
1000,66.5671,325.58,933.433,151907,2.86787,nan
